Date,Product_ID,Product_Category,City,Store_Type,Price,Discount_Percentage,Marketing_Spend,Holiday_Flag,Previous_Month_Demand,Season,Next_Month_Demand
2024-09-01,FASH104,Fashion,Chennai,Neighbourhood,2845.12,10,6099.49,No,216,Festival,349
2024-11-01,CARE101,Personal Care,Hyderabad,Neighbourhood,374.92,0,15161.91,Yes,643,Festival,849
2024-12-01,GROC103,Groceries,Kochi,Mall,84.47,20,14880.17,Yes,999,Winter,1125
2023-10-01,GROC102,Groceries,Delhi,Neighbourhood,232.1,5,23287.04,Yes,710,Festival,1319
2024-01-01,HOME104,Home Appliances,Chennai,High Street,4447.36,25,4330.88,No,159,Winter,207
2025-05-01,GROC104,Groceries,Mumbai,Mall,424.32,20,8297.82,No,1271,Summer,1591
2024-12-01,HOME103,Home Appliances,Delhi,Neighbourhood,17696.59,10,9644.68,No,145,Winter,209
2024-05-01,HOME102,Home Appliances,Hyderabad,Mall,7427.71,20,10426.09,No,128,Summer,173
2023-08-01,HOME103,Home Appliances,Kolkata,High Street,18482.07,10,10443.52,Yes,155,Monsoon,212
2025-01-01,HOME102,Home Appliances,Delhi,Supermarket,7994.98,15,5294.19,Yes,149,Winter,260
2025-10-01,HOME101,Home Appliances,Pune,Supermarket,13539.51,0,25170.84,Yes,175,Festival,291
2024-11-01,FASH101,Fashion,Bengaluru,High Street,1455.1,0,18576.9,No,522,Festival,648
2023-11-01,FASH102,Fashion,Delhi,High Street,2165.61,10,11350.26,Yes,398,Festival,713
2025-03-01,FASH104,Fashion,Delhi,Supermarket,2920.49,15,8313.33,No,530,Summer,647
2025-08-01,FASH103,Fashion,Hyderabad,Supermarket,962.28,10,29821.43,No,381,Monsoon,415
2023-03-01,GROC104,Groceries,Kochi,High Street,491.96,10,14801.11,No,652,Summer,522
2024-10-01,GROC102,Groceries,Chennai,Supermarket,261.01,10,28125.17,Yes,988,Festival,1318
2024-10-01,FASH103,Fashion,Mumbai,Mall,1001.34,10,8112.62,Yes,368,Festival,586
2024-05-01,ELEC103,Electronics,Hyderabad,High Street,8738.13,5,4454.28,No,155,Summer,129
2023-09-01,FASH101,Fashion,Bengaluru,Supermarket,1663.04,15,12322.41,No,444,Festival,638
2024-05-01,HOME102,Home Appliances,Unknown,Neighbourhood,6964.45,10,29445.17,No,113,Summer,193
2025-12-01,ELEC103,Electronics,Chennai,High Street,7066.53,5,22514.57,Yes,219,Winter,321
2023-10-01,FASH102,Fashion,Hyderabad,High Street,2100.34,15,15254.04,Yes,477,Festival,763
2024-07-01,CARE104,Personal Care,Kolkata,High Street,838.58,10,10402.69,No,550,Monsoon,588
2025-04-01,GROC101,Groceries,Kochi,High Street,123.65,20,28943.1,No,871,Summer,865
2023-05-01,ELEC102,Electronics,Kolkata,Mall,26775.42,15,21635.58,No,199,Summer,221
2023-07-01,FASH104,Fashion,Kochi,Neighbourhood,2794.54,0,13575.76,No,196,Monsoon,262
2023-03-01,HOME102,Home Appliances,Chennai,Neighbourhood,8311.92,10,23336.76,No,106,Summer,141
2025-02-01,FASH101,Fashion,Delhi,Supermarket,1506.03,10,24858.86,No,508,Winter,611
2023-03-01,FASH101,Fashion,Chennai,Supermarket,1504.62,10,14712.18,No,439,Summer,459
2023-06-01,ELEC102,Electronics,Kochi,Mall,24622.6,5,24753.49,No,146,Monsoon,178
2023-08-01,ELEC101,Electronics,Chennai,Mall,15669.1,15,3340.0,No,215,Monsoon,206
2025-08-01,FASH104,Fashion,Kochi,Supermarket,3316.49,5,17080.19,No,355,Monsoon,293
2024-03-01,ELEC102,Electronics,Bengaluru,Mall,27135.81,10,16108.39,No,218,Summer,286
2024-05-01,ELEC102,Electronics,Kochi,Neighbourhood,22568.57,5,11709.62,No,95,Summer,134
2024-05-01,GROC104,Groceries,Delhi,High Street,395.33,25,21198.62,No,910,Summer,1381
2025-05-01,ELEC103,Electronics,Pune,Mall,8662.45,0,20565.79,No,168,Summer,153
2023-04-01,HOME101,Home Appliances,Delhi,Mall,12948.21,10,5693.6,No,200,Summer,217
2023-12-01,ELEC101,Electronics,Bengaluru,High Street,18801.21,15,18385.29,Yes,254,Winter,401
2024-11-01,FASH102,Fashion,Pune,Supermarket,2145.79,5,10879.23,No,451,Festival,539
2025-06-01,FASH101,Fashion,Mumbai,High Street,1719.78,10,15684.66,No,387,Monsoon,411
2024-06-01,FASH103,Fashion,Delhi,Neighbourhood,849.15,5,11310.4,No,295,Monsoon,389
2025-10-01,FASH104,Fashion,Kolkata,Mall,3362.7,10,3463.1,No,478,Festival,532
2024-04-01,CARE103,Personal Care,Pune,Mall,201.98,10,27137.67,No,875,Summer,774
2024-09-01,GROC102,Groceries,Kolkata,Supermarket,271.76,5,24159.98,No,870,Festival,1060
2024-06-01,HOME101,Home Appliances,Pune,Supermarket,10878.05,0,16513.36,No,169,Monsoon,163
2025-07-01,CARE101,Personal Care,Kolkata,Mall,396.76,20,26347.28,No,585,Monsoon,595
2023-12-01,ELEC102,Electronics,Pune,Supermarket,23145.1,20,11834.17,Yes,175,Winter,298
2024-07-01,GROC101,Groceries,Kolkata,Neighbourhood,117.54,15,9804.15,No,657,Monsoon,788
2025-10-01,ELEC101,Electronics,Kochi,Mall,20454.09,15,25935.9,No,181,Festival,247
2024-04-01,ELEC103,Electronics,Bengaluru,High Street,8463.86,20,19872.74,No,164,Summer,260
2024-03-01,GROC104,Groceries,Kolkata,Mall,493.74,0,26727.63,No,1129,Summer,888
2023-01-01,GROC103,Groceries,Mumbai,Mall,88.91,15,25341.99,Yes,1304,Winter,1560
2025-10-01,CARE101,Personal Care,Mumbai,Supermarket,325.72,10,29964.86,Yes,722,Festival,1237
2023-05-01,FASH103,Fashion,Pune,Mall,917.63,0,10292.59,No,361,Summer,265
2025-10-01,ELEC101,Electronics,Bengaluru,Mall,19085.24,10,28263.59,No,210,Festival,378
2025-09-01,GROC101,Groceries,Delhi,Mall,132.92,10,20598.6,No,1031,Festival,1464
2025-01-01,HOME104,Home Appliances,Pune,Supermarket,5719.03,5,11205.32,Yes,120,Winter,172
2023-04-01,CARE101,Personal Care,Pune,Neighbourhood,358.05,0,25309.27,No,381,Summer,345
2025-12-01,HOME101,Home Appliances,Bengaluru,Neighbourhood,11489.88,10,5317.74,No,141,Winter,155
2025-05-01,FASH101,Fashion,Mumbai,Neighbourhood,1626.66,15,14666.26,No,351,Summer,419
2023-12-01,HOME103,Home Appliances,Kochi,High Street,16878.6,15,11918.4,No,107,Winter,129
2024-03-01,GROC103,Groceries,Hyderabad,High Street,69.55,5,22948.34,No,849,Summer,922
2023-05-01,GROC103,Groceries,Kolkata,Neighbourhood,70.26,15,19769.0,No,869,Summer,1041
2025-01-01,HOME101,Home Appliances,Chennai,High Street,13224.28,15,24781.3,Yes,115,Winter,232
2025-06-01,FASH101,Fashion,Hyderabad,Mall,1456.45,0,13100.18,No,374,Monsoon,383
2023-11-01,CARE104,Personal Care,Bengaluru,Mall,928.1,10,4472.57,No,923,Festival,1184
2024-06-01,HOME103,Home Appliances,Pune,High Street,16573.07,5,11933.41,No,159,Monsoon,154
2023-10-01,FASH104,Fashion,Hyderabad,Mall,2905.64,10,17501.15,No,327,Festival,542
2025-08-01,GROC101,Groceries,Chennai,Mall,118.92,5,3530.07,No,992,Monsoon,885
2024-09-01,FASH103,Fashion,Chennai,Neighbourhood,908.37,10,21440.04,No,299,Festival,477
2025-10-01,CARE103,Personal Care,Chennai,Mall,173.83,20,24035.81,No,582,Festival,1041
2024-03-01,ELEC103,Electronics,Kochi,Neighbourhood,7092.2,0,19050.79,No,112,Summer,148
2024-07-01,GROC101,Groceries,Mumbai,Mall,115.73,0,25732.88,No,1494,Monsoon,1301
2025-08-01,CARE104,Personal Care,Hyderabad,Neighbourhood,945.09,10,9309.65,Yes,516,Monsoon,613
2024-06-01,ELEC103,Electronics,Kolkata,High Street,8125.32,10,18056.85,No,167,Monsoon,186
2023-03-01,HOME104,Home Appliances,Delhi,High Street,5045.5,10,19168.52,No,196,Summer,242
2023-03-01,ELEC104,Electronics,Bengaluru,Mall,3060.79,15,6655.22,No,197,Summer,269
2023-09-01,HOME104,Home Appliances,Hyderabad,High Street,5334.46,10,14330.65,No,114,Festival,201
2023-05-01,ELEC101,Electronics,Hyderabad,Supermarket,15455.83,10,4733.28,No,231,Summer,239
2025-06-01,GROC103,Groceries,Kochi,Mall,85.15,5,18331.65,No,1089,Monsoon,676
2024-02-01,ELEC101,Electronics,Pune,Mall,16401.99,0,21721.67,No,237,Winter,240
2025-08-01,HOME101,Home Appliances,Pune,Neighbourhood,13590.75,0,25946.53,No,119,Monsoon,115
2025-10-01,FASH103,Fashion,Hyderabad,Supermarket,941.86,15,15037.94,Yes,515,Festival,753
2025-05-01,GROC104,Groceries,Kochi,Supermarket,395.23,0,18737.47,No,712,Summer,750
2023-06-01,CARE101,Personal Care,Bengaluru,High Street,376.02,15,13731.26,No,671,Monsoon,707
2024-05-01,HOME102,Home Appliances,Kolkata,Supermarket,7911.2,0,14534.48,No,163,Summer,157
2023-09-01,GROC104,Groceries,Kochi,Supermarket,495.35,0,28269.45,No,751,Festival,861
2024-04-01,FASH102,Fashion,Kolkata,Mall,1962.98,15,26679.74,No,338,Summer,445
2023-06-01,GROC103,Groceries,Pune,Mall,70.7,0,4952.39,No,1103,Monsoon,973
2024-03-01,GROC104,Groceries,Kochi,Mall,504.51,0,27492.17,No,966,Summer,652
2023-02-01,FASH104,Fashion,Mumbai,Supermarket,2885.75,10,9983.29,No,495,Winter,628
2023-02-01,CARE103,Personal Care,Chennai,Supermarket,154.61,0,18210.43,No,882,Winter,866
2025-06-01,HOME101,Home Appliances,Pune,Supermarket,13185.89,20,24652.55,No,165,Monsoon,169
2025-12-01,ELEC101,Electronics,Delhi,High Street,16452.07,20,11785.54,Yes,236,Winter,434
2024-12-01,FASH104,Fashion,Delhi,Mall,2875.12,5,25220.48,Yes,501,Winter,638
2024-10-01,FASH101,Fashion,Bengaluru,High Street,1690.99,0,23582.61,Yes,460,Festival,679
2024-03-01,ELEC103,Electronics,Pune,High Street,8458.58,10,17069.6,No,222,Summer,196
2023-06-01,CARE102,Personal Care,Chennai,Supermarket,738.22,10,25242.54,No,772,Monsoon,615
2025-01-01,ELEC104,Electronics,Kochi,Mall,3778.32,15,7281.01,Yes,210,Winter,265
2025-03-01,CARE104,Personal Care,Chennai,High Street,872.08,0,16695.47,No,851,Summer,648
2023-10-01,ELEC102,Electronics,Delhi,Neighbourhood,22717.74,25,23643.22,Yes,159,Festival,493
2024-11-01,HOME101,Home Appliances,Mumbai,High Street,11726.17,10,18028.85,Yes,179,Festival,404
2023-10-01,ELEC103,Electronics,Mumbai,Mall,8687.11,25,17654.88,No,205,Festival,421
2025-07-01,GROC104,Groceries,Kolkata,High Street,437.95,5,26674.9,No,958,Monsoon,798
2024-03-01,FASH102,Fashion,Mumbai,Mall,2090.6,5,28915.77,No,487,Summer,553
2025-03-01,HOME104,Home Appliances,Chennai,Mall,5127.4,0,20960.51,No,165,Summer,172
2025-02-01,HOME104,Home Appliances,Mumbai,Supermarket,5610.9,10,19863.8,No,168,Winter,243
2024-04-01,HOME104,Home Appliances,Bengaluru,High Street,4982.84,10,6076.33,No,124,Summer,144
2024-12-01,FASH101,Fashion,Mumbai,Mall,1350.32,10,29418.33,Yes,388,Winter,615
2023-01-01,HOME103,Home Appliances,Pune,Neighbourhood,20086.0,0,10330.07,Yes,115,Winter,171
2025-02-01,HOME101,Home Appliances,Kolkata,Neighbourhood,11648.18,5,23645.89,No,90,Winter,171
2025-03-01,HOME103,Home Appliances,Mumbai,Supermarket,18034.89,0,26514.05,No,160,Summer,232
2024-11-01,HOME104,Home Appliances,Hyderabad,Supermarket,4437.95,0,11774.78,Yes,195,Festival,329
2025-07-01,HOME102,Home Appliances,Mumbai,Neighbourhood,7200.09,5,19786.36,No,97,Monsoon,178
2023-12-01,ELEC101,Electronics,Hyderabad,Neighbourhood,16974.12,5,17253.57,Yes,180,Winter,296
2024-01-01,HOME102,Home Appliances,Hyderabad,Neighbourhood,7032.74,10,14360.53,No,135,Winter,184
2024-03-01,CARE104,Personal Care,Kolkata,Neighbourhood,939.83,5,6681.87,No,543,Summer,553
2023-03-01,CARE103,Personal Care,Pune,Mall,203.02,10,25005.21,No,647,Summer,614
2025-10-01,FASH104,Fashion,Pune,High Street,3536.59,10,5070.15,Yes,418,Festival,509
2024-03-01,HOME104,Home Appliances,Mumbai,High Street,5498.5,10,6013.08,No,198,Summer,234
2024-04-01,GROC103,Groceries,Delhi,Neighbourhood,68.24,5,21607.25,No,1053,Summer,1179
2023-11-01,ELEC102,Electronics,Kolkata,Neighbourhood,22868.78,15,25859.39,Yes,110,Festival,376
2024-10-01,HOME104,Home Appliances,Chennai,High Street,5369.79,20,18118.89,Yes,118,Festival,297
2024-06-01,GROC102,Groceries,Pune,Mall,232.02,15,15840.59,No,884,Monsoon,836
2025-11-01,CARE104,Personal Care,Bengaluru,Neighbourhood,912.76,10,17668.76,No,558,Festival,883
2023-05-01,HOME103,Home Appliances,Kochi,Supermarket,16111.16,20,20785.56,No,109,Summer,166
2023-03-01,GROC103,Groceries,Delhi,Neighbourhood,68.78,5,25163.04,No,754,Summer,1080
2025-02-01,CARE104,Personal Care,Kolkata,Neighbourhood,827.94,25,23875.01,No,412,Winter,770
2024-09-01,ELEC104,Electronics,Kochi,Mall,3546.45,5,1958.2849999999999,No,186,Festival,224
2025-10-01,GROC102,Groceries,Mumbai,High Street,239.23,5,8164.53,No,1350,Festival,1819
2024-02-01,FASH102,Fashion,Chennai,Neighbourhood,2134.87,15,8199.55,No,259,Winter,340
2024-01-01,FASH104,Fashion,Mumbai,Mall,3444.98,0,8792.59,No,374,Winter,363
2024-08-01,CARE103,Personal Care,Kochi,Neighbourhood,198.12,10,3491.39,No,540,Monsoon,311
2023-01-01,CARE102,Personal Care,Mumbai,High Street,665.95,10,17095.99,Yes,836,Winter,1026
2023-02-01,ELEC103,Electronics,Kochi,High Street,7211.63,0,18250.93,No,176,Winter,186
2024-11-01,CARE102,Personal Care,Kolkata,High Street,557.8,10,10106.98,No,743,Festival,1064
2023-08-01,CARE101,Personal Care,Hyderabad,Supermarket,370.65,25,17558.38,Yes,679,Monsoon,822
2024-11-01,ELEC104,Electronics,Pune,Supermarket,2976.97,0,12467.53,Yes,160,Festival,299
2024-03-01,HOME101,Home Appliances,Kolkata,High Street,12156.56,10,5674.52,No,124,Summer,133
2025-02-01,GROC103,Groceries,Bengaluru,Neighbourhood,81.48,10,20829.54,No,966,Winter,1212
2025-05-01,CARE103,Personal Care,Mumbai,Supermarket,178.41,5,5516.78,No,723,Summer,808
2025-02-01,CARE101,Personal Care,Chennai,Mall,341.77,0,13647.29,No,929,Winter,693
2023-06-01,ELEC101,Electronics,Kolkata,Neighbourhood,16126.75,25,23050.24,No,133,Monsoon,233
2023-01-01,GROC103,Groceries,Pune,Supermarket,88.17,10,7004.15,No,1115,Winter,911
2023-12-01,GROC102,Groceries,Bengaluru,High Street,227.43,5,28397.42,No,1193,Winter,1301
2024-09-01,GROC102,Groceries,Bengaluru,High Street,241.61,0,10495.54,No,1124,Festival,1328
2024-08-01,CARE102,Personal Care,Bengaluru,High Street,592.95,15,14691.13,Yes,695,Monsoon,855
2025-12-01,GROC104,Groceries,Pune,Mall,396.04,5,7003.63,No,1094,Winter,940
2024-04-01,ELEC102,Electronics,Mumbai,Supermarket,24560.2,15,12143.27,No,232,Summer,317
2023-12-01,HOME103,Home Appliances,Hyderabad,High Street,16306.63,0,23162.8,Yes,155,Winter,275
2023-03-01,FASH103,Fashion,Mumbai,Mall,1031.34,10,14674.33,No,517,Summer,572
2025-08-01,ELEC103,Electronics,Kolkata,Supermarket,7560.98,15,17566.68,No,207,Monsoon,246
2024-01-01,ELEC102,Electronics,Delhi,Mall,27266.08,15,22430.69,Yes,252,Winter,417
2023-01-01,GROC102,Groceries,Mumbai,Neighbourhood,260.36,20,4685.48,No,1041,Winter,1431
2024-09-01,GROC101,Groceries,Kochi,Neighbourhood,133.77,15,9334.8,No,539,Festival,724
2023-04-01,HOME102,Home Appliances,Bengaluru,Mall,7528.63,25,11255.51,No,168,Summer,238
2025-02-01,FASH102,Fashion,Kochi,Supermarket,2353.18,10,21451.49,No,317,Winter,280
2023-11-01,ELEC102,Electronics,Chennai,High Street,21629.32,15,16319.11,Yes,172,Festival,387
2024-05-01,ELEC101,Electronics,Chennai,High Street,19514.37,25,27873.7,No,170,Summer,233
2025-10-01,FASH101,Fashion,Hyderabad,Neighbourhood,1580.73,5,18266.97,Yes,299,Festival,508
2024-06-01,GROC101,Groceries,Mumbai,Supermarket,105.69,20,6551.18,No,1410,Monsoon,1485
2023-05-01,GROC104,Groceries,Mumbai,Neighbourhood,447.12,5,13964.06,No,1025,Summer,1194
2025-05-01,GROC104,Groceries,Bengaluru,Supermarket,498.21,10,9281.05,No,1432,Summer,1370
2024-11-01,GROC102,Groceries,Chennai,Supermarket,218.79,15,7339.32,No,1042,Festival,1322
2025-03-01,CARE102,Personal Care,Bengaluru,Supermarket,597.57,5,27002.77,No,697,Summer,791
2024-07-01,ELEC102,Electronics,Kochi,High Street,26728.5,5,14088.26,No,142,Monsoon,152
2023-01-01,GROC104,Groceries,Kochi,High Street,501.68,15,7971.51,No,651,Winter,707
2025-12-01,CARE101,Personal Care,Kochi,Mall,345.74,20,5096.98,No,755,Winter,748
2023-04-01,FASH103,Fashion,Bengaluru,Mall,803.56,15,8534.46,No,505,Summer,564
2023-10-01,ELEC103,Electronics,Chennai,Neighbourhood,7739.2,10,28918.06,Yes,164,Festival,384
2025-11-01,GROC102,Groceries,Chennai,Supermarket,213.1,5,23483.21,Yes,1251,Festival,1671
2024-03-01,GROC102,Groceries,Chennai,Neighbourhood,257.21,15,27120.22,No,601,Summer,890
2023-11-01,HOME101,Home Appliances,Kolkata,Neighbourhood,10857.11,25,12749.55,No,112,Festival,235
2024-05-01,GROC102,Groceries,Delhi,Neighbourhood,235.03,0,17232.35,No,835,Summer,930
2025-01-01,HOME104,Home Appliances,Bengaluru,High Street,5440.16,5,3926.97,No,185,Winter,157
2023-03-01,ELEC104,Electronics,Hyderabad,Supermarket,3228.08,5,16433.04,No,277,Summer,310
2023-07-01,ELEC104,Electronics,Kochi,Mall,3074.18,20,13011.71,No,194,Monsoon,200
2023-02-01,ELEC104,Electronics,Mumbai,Neighbourhood,3557.01,15,21004.58,No,209,Winter,303
2024-06-01,HOME103,Home Appliances,Mumbai,Mall,16415.71,0,16738.7,No,145,Monsoon,199
2023-08-01,FASH101,Fashion,Bengaluru,Neighbourhood,1460.11,5,9570.98,Yes,379,Monsoon,486
2025-12-01,FASH104,Fashion,Delhi,Supermarket,3598.64,0,13915.09,Yes,446,Winter,511
2025-06-01,CARE101,Personal Care,Bengaluru,Supermarket,385.1,15,11212.93,No,883,Monsoon,851
2024-11-01,ELEC103,Electronics,Hyderabad,Supermarket,7067.68,5,22012.18,No,271,Festival,391
2025-03-01,CARE104,Personal Care,Delhi,Mall,774.07,10,13717.17,No,919,Summer,996
2023-11-01,ELEC102,Electronics,Pune,Neighbourhood,28298.64,5,13689.6,No,144,Festival,213
2023-11-01,HOME103,Home Appliances,Delhi,Supermarket,20673.93,0,13811.24,Yes,219,Festival,387
2024-02-01,GROC102,Groceries,Kochi,Neighbourhood,225.23,25,3258.07,No,531,Winter,807
2023-03-01,HOME102,Home Appliances,Pune,Supermarket,6611.95,0,21452.24,No,156,Summer,172
2025-05-01,ELEC104,Electronics,Kolkata,Mall,3183.9,20,23074.75,No,246,Summer,304
2024-09-01,FASH102,Fashion,Bengaluru,Supermarket,2237.85,10,26992.0,No,440,Festival,685
2023-12-01,ELEC104,Electronics,Kolkata,Mall,3240.03,5,6084.3,Yes,243,Winter,279
2025-12-01,GROC103,Groceries,Pune,Neighbourhood,82.62,15,4305.15,No,655,Winter,751
2025-07-01,HOME104,Home Appliances,Chennai,Supermarket,4647.04,15,8991.72,No,169,Monsoon,178
2024-03-01,FASH104,Fashion,Bengaluru,Neighbourhood,3410.43,10,20355.69,No,325,Summer,395
2025-08-01,CARE102,Personal Care,Kochi,Mall,659.11,10,18037.61,No,597,Monsoon,608
2024-11-01,FASH103,Fashion,Mumbai,Supermarket,929.4,5,21569.87,Yes,598,Festival,840
2023-08-01,CARE102,Personal Care,Pune,Supermarket,733.08,20,24551.5,Yes,603,Monsoon,639
2025-04-01,CARE102,Personal Care,Kochi,Supermarket,736.04,5,25936.98,No,776,Summer,619
2024-11-01,GROC104,Groceries,Kolkata,Mall,448.19,10,26304.53,Yes,964,Festival,1362
2024-02-01,GROC102,Groceries,Mumbai,Supermarket,234.38,25,9114.55,No,1055,Winter,1539
2025-09-01,FASH103,Fashion,Hyderabad,Supermarket,836.83,15,27038.48,No,546,Festival,777
2025-06-01,FASH102,Fashion,Pune,Neighbourhood,2075.59,5,9158.4,No,241,Monsoon,264
2025-03-01,GROC104,Groceries,Bengaluru,Mall,412.42,15,8937.96,No,1456,Summer,1531
2025-08-01,CARE104,Personal Care,Hyderabad,High Street,791.91,15,27985.44,Yes,627,Monsoon,823
2023-04-01,FASH103,Fashion,Pune,High Street,942.34,0,24201.53,No,357,Summer,311
2024-01-01,ELEC103,Electronics,Kolkata,Supermarket,9182.75,5,21317.52,No,184,Winter,202
2023-01-01,FASH102,Fashion,Bengaluru,Supermarket,1920.42,25,5586.74,Yes,560,Winter,761
2025-09-01,CARE101,Personal Care,Bengaluru,Mall,327.12,5,26243.49,No,854,Festival,1227
2023-03-01,HOME101,Home Appliances,Mumbai,Supermarket,11659.88,25,18356.77,No,214,Summer,275
2025-10-01,FASH103,Fashion,Hyderabad,High Street,845.2,5,23750.53,Yes,447,Festival,652
2024-02-01,GROC102,Groceries,Bengaluru,Supermarket,213.17,20,3989.05,No,1302,Winter,1649
2023-09-01,GROC103,Groceries,Hyderabad,Mall,75.0,5,6327.9,No,1252,Festival,1492
2025-04-01,HOME102,Home Appliances,Mumbai,Mall,8270.51,25,13473.27,No,191,Summer,243
2024-04-01,HOME101,Home Appliances,Kolkata,Supermarket,11965.65,5,5001.22,No,119,Summer,98
2025-09-01,HOME101,Home Appliances,Kochi,High Street,12448.41,10,29000.35,No,135,Festival,210
2024-07-01,ELEC103,Electronics,Delhi,Neighbourhood,7469.74,10,7351.42,No,163,Monsoon,219
2024-09-01,FASH101,Fashion,Pune,Supermarket,1365.34,15,14111.07,No,419,Festival,552
2025-09-01,HOME101,Home Appliances,Kolkata,Supermarket,12038.9,10,24985.95,No,175,Festival,270
2025-05-01,CARE102,Personal Care,Bengaluru,Supermarket,642.21,10,24125.92,No,811,Summer,844
2023-01-01,FASH101,Fashion,Chennai,Neighbourhood,1430.69,10,21150.09,No,277,Winter,436
2023-08-01,CARE102,Personal Care,Hyderabad,Neighbourhood,555.12,15,8524.89,No,618,Monsoon,726
2025-03-01,ELEC104,Electronics,Delhi,High Street,3025.66,15,13033.82,No,197,Summer,273
2025-05-01,FASH102,Fashion,Chennai,Neighbourhood,2210.39,20,13178.82,No,339,Summer,402
2024-07-01,GROC103,Groceries,Kochi,High Street,72.75,10,4324.59,No,646,Monsoon,771
2024-05-01,CARE101,Personal Care,Chennai,Neighbourhood,308.39,5,12272.07,No,583,Summer,643
2023-10-01,CARE104,Personal Care,Pune,Mall,966.05,0,3649.04,No,607,Festival,556
2025-10-01,FASH104,Fashion,Mumbai,Neighbourhood,3132.17,15,26264.08,Yes,298,Festival,752
2023-11-01,ELEC101,Electronics,Hyderabad,Mall,15423.67,15,28892.12,Yes,183,Festival,462
2025-03-01,HOME101,Home Appliances,Chennai,Supermarket,12746.17,25,5153.61,No,148,Summer,178
2024-09-01,ELEC102,Electronics,Kolkata,Supermarket,27126.01,5,29317.9,No,225,Festival,306
2024-03-01,FASH102,Fashion,Mumbai,Mall,2004.82,10,17721.36,No,547,Summer,613
2023-04-01,GROC101,Groceries,Mumbai,High Street,123.9,10,4085.36,No,1282,Summer,1289
2024-09-01,GROC103,Groceries,Kochi,Supermarket,74.81,0,6221.09,No,735,Festival,726
2023-03-01,CARE104,Personal Care,Hyderabad,Supermarket,784.59,5,12577.43,No,625,Summer,621
2023-08-01,HOME104,Home Appliances,Hyderabad,High Street,5227.96,0,16147.4,No,173,Monsoon,168
2024-11-01,CARE101,Personal Care,Delhi,Supermarket,395.32,25,22896.66,No,845,Festival,1398
2023-11-01,GROC102,Groceries,Bengaluru,High Street,225.76,10,18985.74,Yes,1083,Festival,1641
2024-11-01,ELEC102,Electronics,Mumbai,Neighbourhood,24392.45,0,24999.5,No,150,Festival,325
2023-05-01,FASH102,Fashion,Bengaluru,High Street,1887.15,0,7125.76,No,449,Summer,470
2023-09-01,FASH103,Fashion,Delhi,Mall,936.33,0,21154.97,No,517,Festival,644
2025-09-01,ELEC103,Electronics,Pune,High Street,7980.66,20,25208.47,No,171,Festival,301
2023-07-01,GROC102,Groceries,Delhi,Mall,253.74,10,27207.7,No,1099,Monsoon,1151
2023-01-01,CARE104,Personal Care,Pune,High Street,765.06,10,24747.79,Yes,590,Winter,720
2024-08-01,FASH102,Fashion,Delhi,High Street,2398.41,5,29248.23,Yes,365,Monsoon,523
2023-04-01,CARE101,Personal Care,Hyderabad,Mall,382.47,0,17896.03,No,712,Summer,583
2023-11-01,HOME101,Home Appliances,Kolkata,Neighbourhood,13422.12,15,21883.23,No,93,Festival,216
2023-06-01,CARE102,Personal Care,Mumbai,High Street,574.05,20,25395.06,No,861,Monsoon,1056
2025-12-01,ELEC102,Electronics,Mumbai,Mall,21724.89,5,29620.97,Yes,268,Winter,470
2025-12-01,HOME104,Home Appliances,Pune,High Street,4574.4,10,16335.91,No,131,Winter,161
2024-02-01,ELEC104,Electronics,Bengaluru,High Street,3363.46,0,7090.03,No,191,Winter,220
2025-03-01,ELEC103,Electronics,Hyderabad,High Street,6944.2,10,29268.35,No,195,Summer,308
2025-07-01,FASH101,Fashion,Mumbai,Neighbourhood,1621.33,0,11643.38,No,393,Monsoon,380
2024-07-01,ELEC103,Electronics,Delhi,Neighbourhood,8438.79,10,27229.99,No,155,Monsoon,257
2023-01-01,FASH101,Fashion,Bengaluru,Mall,1433.61,0,23902.63,Yes,502,Winter,598
2025-06-01,CARE104,Personal Care,Pune,Mall,927.61,25,29431.43,No,662,Monsoon,785
2023-10-01,HOME103,Home Appliances,Kolkata,Supermarket,19984.08,20,3491.54,Yes,155,Festival,303
2025-11-01,HOME101,Home Appliances,Delhi,High Street,12152.62,5,8999.59,Yes,166,Festival,331
2024-10-01,GROC102,Groceries,Delhi,High Street,277.35,10,28002.2,Yes,865,Festival,1414
2023-03-01,FASH104,Fashion,Kochi,Supermarket,3393.44,10,29632.76,No,346,Summer,356
2025-11-01,FASH103,Fashion,Kochi,Supermarket,767.37,10,3046.57,Yes,285,Festival,423
2023-02-01,ELEC103,Electronics,Bengaluru,Neighbourhood,8810.33,0,26844.09,No,162,Winter,239
2023-04-01,HOME104,Home Appliances,Hyderabad,Neighbourhood,4393.39,5,14897.65,No,118,Summer,165
2025-11-01,GROC101,Groceries,Chennai,Neighbourhood,112.79,25,10802.76,No,639,Festival,1181
2025-01-01,FASH102,Fashion,Delhi,Mall,2008.22,15,28619.8,Yes,569,Winter,792
2024-10-01,CARE101,Personal Care,Delhi,Supermarket,370.18,15,16668.46,Yes,1032,Festival,1418
2024-05-01,HOME104,Home Appliances,Mumbai,Supermarket,5251.41,15,15135.4,No,204,Summer,245
2025-11-01,GROC101,Groceries,Hyderabad,Neighbourhood,131.29,15,3121.01,Yes,833,Festival,1317
2025-03-01,FASH102,Fashion,Kochi,High Street,2156.42,10,16451.72,No,373,Summer,353
